,taxa,Sample_ID,count,Level,Age,Strain,Genotype
614,Phocea unclassified,X8_AWM_8766_1,0.0016,Species,8 Weeks,AJ,WT
615,Phocea unclassified,X8_AWM_8766_2,0.0048,Species,8 Weeks,AJ,WT
616,Phocea unclassified,X8_BKF_8726_1,0.0048,Species,8 Weeks,B6,KO
617,Phocea unclassified,X8_BKF_8726_2,0.0048,Species,8 Weeks,B6,KO
618,Phocea unclassified,X8_BKF_8926_1,0.0064,Species,8 Weeks,B6,KO
619,Phocea unclassified,X8_BKF_8926_2,0.0128,Species,8 Weeks,B6,KO
620,Phocea unclassified,X8_BKF_8927_1,0.0096,Species,8 Weeks,B6,KO
621,Phocea unclassified,X8_BKM_8719_1,0.0144,Species,8 Weeks,B6,KO
622,Phocea unclassified,X8_BKM_8719_2,0.0048,Species,8 Weeks,B6,KO
623,Phocea unclassified,X8_BKM_8859_1,0.0016,Species,8 Weeks,B6,KO
624,Phocea unclassified,X8_BKM_8859_2,0.0016,Species,8 Weeks,B6,KO
625,Phocea unclassified,X8_BKM_8860_1,0.0112,Species,8 Weeks,B6,KO
626,Phocea unclassified,X8_BKM_8860_2,0.0208,Species,8 Weeks,B6,KO
627,Phocea unclassified,X8_BWF_8754_1,0.0176,Species,8 Weeks,B6,WT
628,Phocea unclassified,X8_BWF_8754_2,0.0192,Species,8 Weeks,B6,WT
629,Phocea unclassified,X8_BWF_8755_1,0.0256,Species,8 Weeks,B6,WT
630,Phocea unclassified,X8_BWF_8852_1,0.0096,Species,8 Weeks,B6,WT
631,Phocea unclassified,X8_BWF_8852_2,0.0112,Species,8 Weeks,B6,WT
632,Phocea unclassified,X8_BWM_8745_1,0.0224,Species,8 Weeks,B6,WT
633,Phocea unclassified,X8_BWM_8745_2,0.0224,Species,8 Weeks,B6,WT
634,Phocea unclassified,X8_BWM_8747_1,0.0224,Species,8 Weeks,B6,WT
635,Phocea unclassified,X8_BWM_8747_2,0.0704,Species,8 Weeks,B6,WT
636,Phocea unclassified,X8_BWM_8847_1,0,Species,8 Weeks,B6,WT
637,Phocea unclassified,X8_BWM_8847_2,0,Species,8 Weeks,B6,WT
638,Martelella unclassified,X20_AKF_8733_2,0,Species,20 Weeks,AJ,KO
639,Martelella unclassified,X20_AKF_8738_1,0,Species,20 Weeks,AJ,KO
640,Martelella unclassified,X20_AKF_8738_2,0,Species,20 Weeks,AJ,KO
641,Martelella unclassified,X20_AKF_8802_1,0,Species,20 Weeks,AJ,KO
642,Martelella unclassified,X20_AKF_8802_2,0,Species,20 Weeks,AJ,KO
643,Martelella unclassified,X20_AKM_8768_1,0,Species,20 Weeks,AJ,KO
644,Martelella unclassified,X20_AKM_8768_2,0,Species,20 Weeks,AJ,KO
645,Martelella unclassified,X20_AKM_8769_1,0,Species,20 Weeks,AJ,KO
646,Martelella unclassified,X20_AKM_8769_2,0,Species,20 Weeks,AJ,KO
647,Martelella unclassified,X20_AKM_8771_1,0,Species,20 Weeks,AJ,KO
648,Martelella unclassified,X20_AKM_8771_2,0,Species,20 Weeks,AJ,KO
649,Martelella unclassified,X20_AWF_8736_1,0,Species,20 Weeks,AJ,WT
650,Martelella unclassified,X20_AWF_8736_2,0,Species,20 Weeks,AJ,WT
651,Martelella unclassified,X20_AWF_8797_1,0,Species,20 Weeks,AJ,WT
652,Martelella unclassified,X20_AWF_8797_2,0,Species,20 Weeks,AJ,WT
653,Martelella unclassified,X20_AWF_9005_1,0,Species,20 Weeks,AJ,WT
654,Martelella unclassified,X20_AWF_9005_2,0,Species,20 Weeks,AJ,WT
655,Martelella unclassified,X20_AWM_8728_1,0,Species,20 Weeks,AJ,WT
656,Martelella unclassified,X20_AWM_8728_2,0,Species,20 Weeks,AJ,WT
657,Martelella unclassified,X20_AWM_8730_1,0,Species,20 Weeks,AJ,WT
658,Martelella unclassified,X20_AWM_8730_2,0,Species,20 Weeks,AJ,WT
659,Martelella unclassified,X20_AWM_8766_1,0,Species,20 Weeks,AJ,WT
660,Martelella unclassified,X20_AWM_8766_2,0,Species,20 Weeks,AJ,WT
661,Martelella unclassified,X20_BKF_8726_1,0,Species,20 Weeks,B6,KO
662,Martelella unclassified,X20_BKF_8726_2,0,Species,20 Weeks,B6,KO
663,Martelella unclassified,X20_BKF_8926_1,0,Species,20 Weeks,B6,KO
664,Martelella unclassified,X20_BKF_8926_2,0,Species,20 Weeks,B6,KO
665,Martelella unclassified,X20_BKF_8927_1,0,Species,20 Weeks,B6,KO
666,Martelella unclassified,X20_BKF_8927_2,0,Species,20 Weeks,B6,KO
667,Martelella unclassified,X20_BKM_8719_1,0,Species,20 Weeks,B6,KO
668,Martelella unclassified,X20_BKM_8719_2,0,Species,20 Weeks,B6,KO
669,Martelella unclassified,X20_BKM_8859_1,0,Species,20 Weeks,B6,KO
670,Martelella unclassified,X20_BKM_8859_2,0,Species,20 Weeks,B6,KO
671,Martelella unclassified,X20_BKM_8860_1,0,Species,20 Weeks,B6,KO
672,Martelella unclassified,X20_BKM_8860_2,0,Species,20 Weeks,B6,KO
673,Martelella unclassified,X20_BWF_8754_1,0,Species,20 Weeks,B6,WT
674,Martelella unclassified,X20_BWF_8754_2,0,Species,20 Weeks,B6,WT
675,Martelella unclassified,X20_BWF_8755_1,0,Species,20 Weeks,B6,WT
676,Martelella unclassified,X20_BWF_8755_2,0,Species,20 Weeks,B6,WT
677,Martelella unclassified,X20_BWF_8852_1,0,Species,20 Weeks,B6,WT
678,Martelella unclassified,X20_BWF_8852_2,0,Species,20 Weeks,B6,WT
679,Martelella unclassified,X20_BWM_8745_1,0,Species,20 Weeks,B6,WT
680,Martelella unclassified,X20_BWM_8745_2,0,Species,20 Weeks,B6,WT
681,Martelella unclassified,X20_BWM_8747_1,0,Species,20 Weeks,B6,WT
682,Martelella unclassified,X20_BWM_8747_2,0,Species,20 Weeks,B6,WT
683,Martelella unclassified,X20_BWM_8847_1,0,Species,20 Weeks,B6,WT
684,Martelella unclassified,X20_BWM_8847_2,0,Species,20 Weeks,B6,WT
685,Martelella unclassified,X8_AKF_8733_1,0,Species,8 Weeks,AJ,KO
686,Martelella unclassified,X8_AKF_8733_2,0,Species,8 Weeks,AJ,KO
687,Martelella unclassified,X8_AKF_8738_1,0,Species,8 Weeks,AJ,KO
688,Martelella unclassified,X8_AKF_8738_2,0,Species,8 Weeks,AJ,KO
689,Martelella unclassified,X8_AKF_8802_1,0,Species,8 Weeks,AJ,KO
690,Martelella unclassified,X8_AKM_8768_1,0,Species,8 Weeks,AJ,KO
691,Martelella unclassified,X8_AKM_8768_2,0,Species,8 Weeks,AJ,KO
692,Martelella unclassified,X8_AKM_8769_1,0,Species,8 Weeks,AJ,KO
693,Martelella unclassified,X8_AKM_8769_2,0,Species,8 Weeks,AJ,KO
694,Martelella unclassified,X8_AKM_8771_1,0,Species,8 Weeks,AJ,KO
695,Martelella unclassified,X8_AKM_8771_2,1,Species,8 Weeks,AJ,KO
696,Martelella unclassified,X8_AWF_8736_1,0,Species,8 Weeks,AJ,WT
697,Martelella unclassified,X8_AWF_8736_2,0,Species,8 Weeks,AJ,WT
698,Martelella unclassified,X8_AWF_8797_1,0,Species,8 Weeks,AJ,WT
699,Martelella unclassified,X8_AWF_9005_1,0,Species,8 Weeks,AJ,WT
700,Martelella unclassified,X8_AWF_9005_2,0,Species,8 Weeks,AJ,WT
701,Martelella unclassified,X8_AWM_8728_1,0,Species,8 Weeks,AJ,WT
702,Martelella unclassified,X8_AWM_8728_2,0,Species,8 Weeks,AJ,WT
703,Martelella unclassified,X8_AWM_8730_1,0,Species,8 Weeks,AJ,WT
704,Martelella unclassified,X8_AWM_8730_2,0,Species,8 Weeks,AJ,WT
705,Martelella unclassified,X8_AWM_8766_1,0,Species,8 Weeks,AJ,WT
706,Martelella unclassified,X8_AWM_8766_2,0,Species,8 Weeks,AJ,WT
707,Martelella unclassified,X8_BKF_8726_1,0,Species,8 Weeks,B6,KO
708,Martelella unclassified,X8_BKF_8726_2,0,Species,8 Weeks,B6,KO
709,Martelella unclassified,X8_BKF_8926_1,0,Species,8 Weeks,B6,KO
710,Martelella unclassified,X8_BKF_8926_2,0,Species,8 Weeks,B6,KO
711,Martelella unclassified,X8_BKF_8927_1,0,Species,8 Weeks,B6,KO
712,Martelella unclassified,X8_BKM_8719_1,0,Species,8 Weeks,B6,KO
713,Martelella unclassified,X8_BKM_8719_2,0,Species,8 Weeks,B6,KO
714,Martelella unclassified,X8_BKM_8859_1,0,Species,8 Weeks,B6,KO
715,Martelella unclassified,X8_BKM_8859_2,0,Species,8 Weeks,B6,KO
716,Martelella unclassified,X8_BKM_8860_1,0,Species,8 Weeks,B6,KO
717,Martelella unclassified,X8_BKM_8860_2,0,Species,8 Weeks,B6,KO
718,Martelella unclassified,X8_BWF_8754_1,0,Species,8 Weeks,B6,WT
719,Martelella unclassified,X8_BWF_8754_2,0,Species,8 Weeks,B6,WT
720,Martelella unclassified,X8_BWF_8755_1,0,Species,8 Weeks,B6,WT
721,Martelella unclassified,X8_BWF_8852_1,0,Species,8 Weeks,B6,WT
722,Martelella unclassified,X8_BWF_8852_2,0,Species,8 Weeks,B6,WT
723,Martelella unclassified,X8_BWM_8745_1,0,Species,8 Weeks,B6,WT
724,Martelella unclassified,X8_BWM_8745_2,0,Species,8 Weeks,B6,WT
725,Martelella unclassified,X8_BWM_8747_1,0,Species,8 Weeks,B6,WT
726,Martelella unclassified,X8_BWM_8747_2,0,Species,8 Weeks,B6,WT
727,Martelella unclassified,X8_BWM_8847_1,0,Species,8 Weeks,B6,WT
728,Martelella unclassified,X8_BWM_8847_2,0,Species,8 Weeks,B6,WT
729,Desulforegula unclassified,X20_AKF_8733_2,0,Species,20 Weeks,AJ,KO
730,Desulforegula unclassified,X20_AKF_8738_1,0,Species,20 Weeks,AJ,KO
731,Desulforegula unclassified,X20_AKF_8738_2,0,Species,20 Weeks,AJ,KO
732,Desulforegula unclassified,X20_AKF_8802_1,0,Species,20 Weeks,AJ,KO
733,Desulforegula unclassified,X20_AKF_8802_2,0,Species,20 Weeks,AJ,KO
734,Desulforegula unclassified,X20_AKM_8768_1,0,Species,20 Weeks,AJ,KO
735,Desulforegula unclassified,X20_AKM_8768_2,0,Species,20 Weeks,AJ,KO
736,Desulforegula unclassified,X20_AKM_8769_1,0,Species,20 Weeks,AJ,KO
737,Desulforegula unclassified,X20_AKM_8769_2,0,Species,20 Weeks,AJ,KO
738,Desulforegula unclassified,X20_AKM_8771_1,0,Species,20 Weeks,AJ,KO
739,Desulforegula unclassified,X20_AKM_8771_2,0,Species,20 Weeks,AJ,KO
740,Desulforegula unclassified,X20_AWF_8736_1,0,Species,20 Weeks,AJ,WT
741,Desulforegula unclassified,X20_AWF_8736_2,0,Species,20 Weeks,AJ,WT
742,Desulforegula unclassified,X20_AWF_8797_1,0,Species,20 Weeks,AJ,WT
743,Desulforegula unclassified,X20_AWF_8797_2,0,Species,20 Weeks,AJ,WT
744,Desulforegula unclassified,X20_AWF_9005_1,0,Species,20 Weeks,AJ,WT
745,Desulforegula unclassified,X20_AWF_9005_2,0,Species,20 Weeks,AJ,WT
746,Desulforegula unclassified,X20_AWM_8728_1,0,Species,20 Weeks,AJ,WT
747,Desulforegula unclassified,X20_AWM_8728_2,0,Species,20 Weeks,AJ,WT
748,Desulforegula unclassified,X20_AWM_8730_1,0,Species,20 Weeks,AJ,WT
749,Desulforegula unclassified,X20_AWM_8730_2,0,Species,20 Weeks,AJ,WT
750,Desulforegula unclassified,X20_AWM_8766_1,0,Species,20 Weeks,AJ,WT
751,Desulforegula unclassified,X20_AWM_8766_2,0,Species,20 Weeks,AJ,WT
752,Desulforegula unclassified,X20_BKF_8726_1,0,Species,20 Weeks,B6,KO
753,Desulforegula unclassified,X20_BKF_8726_2,0,Species,20 Weeks,B6,KO
754,Desulforegula unclassified,X20_BKF_8926_1,0,Species,20 Weeks,B6,KO
755,Desulforegula unclassified,X20_BKF_8926_2,0,Species,20 Weeks,B6,KO
756,Desulforegula unclassified,X20_BKF_8927_1,0,Species,20 Weeks,B6,KO
757,Desulforegula unclassified,X20_BKF_8927_2,0,Species,20 Weeks,B6,KO
758,Desulforegula unclassified,X20_BKM_8719_1,0,Species,20 Weeks,B6,KO
759,Desulforegula unclassified,X20_BKM_8719_2,0,Species,20 Weeks,B6,KO
760,Desulforegula unclassified,X20_BKM_8859_1,0,Species,20 Weeks,B6,KO
761,Desulforegula unclassified,X20_BKM_8859_2,0,Species,20 Weeks,B6,KO
762,Desulforegula unclassified,X20_BKM_8860_1,0,Species,20 Weeks,B6,KO
763,Desulforegula unclassified,X20_BKM_8860_2,0,Species,20 Weeks,B6,KO
764,Desulforegula unclassified,X20_BWF_8754_1,0,Species,20 Weeks,B6,WT
765,Desulforegula unclassified,X20_BWF_8754_2,0,Species,20 Weeks,B6,WT
766,Desulforegula unclassified,X20_BWF_8755_1,0,Species,20 Weeks,B6,WT
767,Desulforegula unclassified,X20_BWF_8755_2,0,Species,20 Weeks,B6,WT
768,Desulforegula unclassified,X20_BWF_8852_1,1,Species,20 Weeks,B6,WT
769,Desulforegula unclassified,X20_BWF_8852_2,0,Species,20 Weeks,B6,WT
770,Desulforegula unclassified,X20_BWM_8745_1,0,Species,20 Weeks,B6,WT
771,Desulforegula unclassified,X20_BWM_8745_2,0,Species,20 Weeks,B6,WT
772,Desulforegula unclassified,X20_BWM_8747_1,0,Species,20 Weeks,B6,WT
773,Desulforegula unclassified,X20_BWM_8747_2,0,Species,20 Weeks,B6,WT
774,Desulforegula unclassified,X20_BWM_8847_1,0,Species,20 Weeks,B6,WT
775,Desulforegula unclassified,X20_BWM_8847_2,0,Species,20 Weeks,B6,WT
776,Desulforegula unclassified,X8_AKF_8733_1,0,Species,8 Weeks,AJ,KO
777,Desulforegula unclassified,X8_AKF_8733_2,0,Species,8 Weeks,AJ,KO
778,Desulforegula unclassified,X8_AKF_8738_1,0,Species,8 Weeks,AJ,KO
779,Desulforegula unclassified,X8_AKF_8738_2,0,Species,8 Weeks,AJ,KO
780,Desulforegula unclassified,X8_AKF_8802_1,0,Species,8 Weeks,AJ,KO
781,Desulforegula unclassified,X8_AKM_8768_1,0,Species,8 Weeks,AJ,KO
782,Desulforegula unclassified,X8_AKM_8768_2,0,Species,8 Weeks,AJ,KO
783,Desulforegula unclassified,X8_AKM_8769_1,0,Species,8 Weeks,AJ,KO
784,Desulforegula unclassified,X8_AKM_8769_2,0,Species,8 Weeks,AJ,KO
785,Desulforegula unclassified,X8_AKM_8771_1,0,Species,8 Weeks,AJ,KO
786,Desulforegula unclassified,X8_AKM_8771_2,0,Species,8 Weeks,AJ,KO
787,Desulforegula unclassified,X8_AWF_8736_1,0,Species,8 Weeks,AJ,WT
788,Desulforegula unclassified,X8_AWF_8736_2,0,Species,8 Weeks,AJ,WT
789,Desulforegula unclassified,X8_AWF_8797_1,0,Species,8 Weeks,AJ,WT
790,Desulforegula unclassified,X8_AWF_9005_1,0,Species,8 Weeks,AJ,WT
791,Desulforegula unclassified,X8_AWF_9005_2,0,Species,8 Weeks,AJ,WT
792,Desulforegula unclassified,X8_AWM_8728_1,0,Species,8 Weeks,AJ,WT
793,Desulforegula unclassified,X8_AWM_8728_2,0,Species,8 Weeks,AJ,WT
794,Desulforegula unclassified,X8_AWM_8730_1,0,Species,8 Weeks,AJ,WT
795,Desulforegula unclassified,X8_AWM_8730_2,0,Species,8 Weeks,AJ,WT
796,Desulforegula unclassified,X8_AWM_8766_1,0,Species,8 Weeks,AJ,WT
797,Desulforegula unclassified,X8_AWM_8766_2,0,Species,8 Weeks,AJ,WT
798,Desulforegula unclassified,X8_BKF_8726_1,0,Species,8 Weeks,B6,KO
799,Desulforegula unclassified,X8_BKF_8726_2,0,Species,8 Weeks,B6,KO
800,Desulforegula unclassified,X8_BKF_8926_1,0,Species,8 Weeks,B6,KO
801,Desulforegula unclassified,X8_BKF_8926_2,0,Species,8 Weeks,B6,KO
802,Desulforegula unclassified,X8_BKF_8927_1,0,Species,8 Weeks,B6,KO
803,Desulforegula unclassified,X8_BKM_8719_1,0,Species,8 Weeks,B6,KO
804,Desulforegula unclassified,X8_BKM_8719_2,0,Species,8 Weeks,B6,KO
805,Desulforegula unclassified,X8_BKM_8859_1,0,Species,8 Weeks,B6,KO
806,Desulforegula unclassified,X8_BKM_8859_2,0,Species,8 Weeks,B6,KO
807,Desulforegula unclassified,X8_BKM_8860_1,0,Species,8 Weeks,B6,KO
808,Desulforegula unclassified,X8_BKM_8860_2,0,Species,8 Weeks,B6,KO
809,Desulforegula unclassified,X8_BWF_8754_1,0,Species,8 Weeks,B6,WT
810,Desulforegula unclassified,X8_BWF_8754_2,0,Species,8 Weeks,B6,WT
811,Desulforegula unclassified,X8_BWF_8755_1,0,Species,8 Weeks,B6,WT
812,Desulforegula unclassified,X8_BWF_8852_1,0,Species,8 Weeks,B6,WT
813,Desulforegula unclassified,X8_BWF_8852_2,0,Species,8 Weeks,B6,WT
814,Desulforegula unclassified,X8_BWM_8745_1,0,Species,8 Weeks,B6,WT
815,Desulforegula unclassified,X8_BWM_8745_2,0,Species,8 Weeks,B6,WT
816,Desulforegula unclassified,X8_BWM_8747_1,0,Species,8 Weeks,B6,WT
817,Desulforegula unclassified,X8_BWM_8747_2,0,Species,8 Weeks,B6,WT
818,Desulforegula unclassified,X8_BWM_8847_1,0,Species,8 Weeks,B6,WT
819,Desulforegula unclassified,X8_BWM_8847_2,0,Species,8 Weeks,B6,WT
820,Thioalkalivibrio unclassified,X20_AKF_8733_2,0,Species,20 Weeks,AJ,KO
821,Thioalkalivibrio unclassified,X20_AKF_8738_1,0,Species,20 Weeks,AJ,KO
822,Thioalkalivibrio unclassified,X20_AKF_8738_2,0,Species,20 Weeks,AJ,KO
823,Thioalkalivibrio unclassified,X20_AKF_8802_1,0,Species,20 Weeks,AJ,KO
824,Thioalkalivibrio unclassified,X20_AKF_8802_2,1,Species,20 Weeks,AJ,KO
825,Thioalkalivibrio unclassified,X20_AKM_8768_1,0,Species,20 Weeks,AJ,KO
826,Thioalkalivibrio unclassified,X20_AKM_8768_2,0,Species,20 Weeks,AJ,KO
827,Thioalkalivibrio unclassified,X20_AKM_8769_1,0,Species,20 Weeks,AJ,KO
828,Thioalkalivibrio unclassified,X20_AKM_8769_2,0,Species,20 Weeks,AJ,KO
829,Thioalkalivibrio unclassified,X20_AKM_8771_1,0,Species,20 Weeks,AJ,KO
830,Thioalkalivibrio unclassified,X20_AKM_8771_2,0,Species,20 Weeks,AJ,KO
831,Thioalkalivibrio unclassified,X20_AWF_8736_1,0,Species,20 Weeks,AJ,WT
832,Thioalkalivibrio unclassified,X20_AWF_8736_2,0,Species,20 Weeks,AJ,WT
833,Thioalkalivibrio unclassified,X20_AWF_8797_1,0,Species,20 Weeks,AJ,WT
834,Thioalkalivibrio unclassified,X20_AWF_8797_2,0,Species,20 Weeks,AJ,WT
835,Thioalkalivibrio unclassified,X20_AWF_9005_1,0,Species,20 Weeks,AJ,WT
836,Thioalkalivibrio unclassified,X20_AWF_9005_2,0,Species,20 Weeks,AJ,WT
837,Thioalkalivibrio unclassified,X20_AWM_8728_1,0,Species,20 Weeks,AJ,WT
838,Thioalkalivibrio unclassified,X20_AWM_8728_2,0,Species,20 Weeks,AJ,WT
839,Thioalkalivibrio unclassified,X20_AWM_8730_1,0,Species,20 Weeks,AJ,WT
840,Thioalkalivibrio unclassified,X20_AWM_8730_2,0,Species,20 Weeks,AJ,WT
841,Thioalkalivibrio unclassified,X20_AWM_8766_1,0,Species,20 Weeks,AJ,WT
842,Thioalkalivibrio unclassified,X20_AWM_8766_2,0,Species,20 Weeks,AJ,WT
843,Thioalkalivibrio unclassified,X20_BKF_8726_1,0,Species,20 Weeks,B6,KO
844,Thioalkalivibrio unclassified,X20_BKF_8726_2,0,Species,20 Weeks,B6,KO
845,Thioalkalivibrio unclassified,X20_BKF_8926_1,0,Species,20 Weeks,B6,KO
846,Thioalkalivibrio unclassified,X20_BKF_8926_2,0,Species,20 Weeks,B6,KO
847,Thioalkalivibrio unclassified,X20_BKF_8927_1,0,Species,20 Weeks,B6,KO
848,Thioalkalivibrio unclassified,X20_BKF_8927_2,0,Species,20 Weeks,B6,KO
849,Thioalkalivibrio unclassified,X20_BKM_8719_1,0,Species,20 Weeks,B6,KO
850,Thioalkalivibrio unclassified,X20_BKM_8719_2,0,Species,20 Weeks,B6,KO
851,Thioalkalivibrio unclassified,X20_BKM_8859_1,0,Species,20 Weeks,B6,KO
852,Thioalkalivibrio unclassified,X20_BKM_8859_2,0,Species,20 Weeks,B6,KO
853,Thioalkalivibrio unclassified,X20_BKM_8860_1,0,Species,20 Weeks,B6,KO
854,Thioalkalivibrio unclassified,X20_BKM_8860_2,0,Species,20 Weeks,B6,KO
855,Thioalkalivibrio unclassified,X20_BWF_8754_1,0,Species,20 Weeks,B6,WT
856,Thioalkalivibrio unclassified,X20_BWF_8754_2,0,Species,20 Weeks,B6,WT
857,Thioalkalivibrio unclassified,X20_BWF_8755_1,0,Species,20 Weeks,B6,WT
858,Thioalkalivibrio unclassified,X20_BWF_8755_2,0,Species,20 Weeks,B6,WT
859,Thioalkalivibrio unclassified,X20_BWF_8852_1,0,Species,20 Weeks,B6,WT
860,Thioalkalivibrio unclassified,X20_BWF_8852_2,0,Species,20 Weeks,B6,WT
861,Thioalkalivibrio unclassified,X20_BWM_8745_1,0,Species,20 Weeks,B6,WT
862,Thioalkalivibrio unclassified,X20_BWM_8745_2,0,Species,20 Weeks,B6,WT
863,Thioalkalivibrio unclassified,X20_BWM_8747_1,0,Species,20 Weeks,B6,WT
864,Thioalkalivibrio unclassified,X20_BWM_8747_2,0,Species,20 Weeks,B6,WT
865,Thioalkalivibrio unclassified,X20_BWM_8847_1,0,Species,20 Weeks,B6,WT
866,Thioalkalivibrio unclassified,X20_BWM_8847_2,0,Species,20 Weeks,B6,WT
867,Thioalkalivibrio unclassified,X8_AKF_8733_1,0,Species,8 Weeks,AJ,KO
868,Thioalkalivibrio unclassified,X8_AKF_8733_2,0,Species,8 Weeks,AJ,KO
869,Thioalkalivibrio unclassified,X8_AKF_8738_1,0,Species,8 Weeks,AJ,KO
870,Thioalkalivibrio unclassified,X8_AKF_8738_2,0,Species,8 Weeks,AJ,KO
871,Thioalkalivibrio unclassified,X8_AKF_8802_1,0,Species,8 Weeks,AJ,KO
872,Thioalkalivibrio unclassified,X8_AKM_8768_1,0,Species,8 Weeks,AJ,KO
873,Thioalkalivibrio unclassified,X8_AKM_8768_2,0,Species,8 Weeks,AJ,KO
874,Thioalkalivibrio unclassified,X8_AKM_8769_1,0,Species,8 Weeks,AJ,KO
875,Thioalkalivibrio unclassified,X8_AKM_8769_2,0,Species,8 Weeks,AJ,KO
876,Thioalkalivibrio unclassified,X8_AKM_8771_1,0,Species,8 Weeks,AJ,KO
877,Thioalkalivibrio unclassified,X8_AKM_8771_2,0,Species,8 Weeks,AJ,KO
878,Thioalkalivibrio unclassified,X8_AWF_8736_1,0,Species,8 Weeks,AJ,WT
879,Thioalkalivibrio unclassified,X8_AWF_8736_2,0,Species,8 Weeks,AJ,WT
880,Thioalkalivibrio unclassified,X8_AWF_8797_1,0,Species,8 Weeks,AJ,WT
881,Thioalkalivibrio unclassified,X8_AWF_9005_1,0,Species,8 Weeks,AJ,WT
882,Thioalkalivibrio unclassified,X8_AWF_9005_2,0,Species,8 Weeks,AJ,WT
883,Thioalkalivibrio unclassified,X8_AWM_8728_1,0,Species,8 Weeks,AJ,WT
884,Thioalkalivibrio unclassified,X8_AWM_8728_2,0,Species,8 Weeks,AJ,WT
885,Thioalkalivibrio unclassified,X8_AWM_8730_1,0,Species,8 Weeks,AJ,WT
886,Thioalkalivibrio unclassified,X8_AWM_8730_2,0,Species,8 Weeks,AJ,WT
887,Thioalkalivibrio unclassified,X8_AWM_8766_1,0,Species,8 Weeks,AJ,WT
888,Thioalkalivibrio unclassified,X8_AWM_8766_2,0,Species,8 Weeks,AJ,WT
889,Thioalkalivibrio unclassified,X8_BKF_8726_1,0,Species,8 Weeks,B6,KO
890,Thioalkalivibrio unclassified,X8_BKF_8726_2,0,Species,8 Weeks,B6,KO
891,Thioalkalivibrio unclassified,X8_BKF_8926_1,0,Species,8 Weeks,B6,KO
892,Thioalkalivibrio unclassified,X8_BKF_8926_2,0,Species,8 Weeks,B6,KO
893,Thioalkalivibrio unclassified,X8_BKF_8927_1,0,Species,8 Weeks,B6,KO
894,Thioalkalivibrio unclassified,X8_BKM_8719_1,0,Species,8 Weeks,B6,KO
895,Thioalkalivibrio unclassified,X8_BKM_8719_2,0,Species,8 Weeks,B6,KO
896,Thioalkalivibrio unclassified,X8_BKM_8859_1,0,Species,8 Weeks,B6,KO
897,Thioalkalivibrio unclassified,X8_BKM_8859_2,0,Species,8 Weeks,B6,KO
898,Thioalkalivibrio unclassified,X8_BKM_8860_1,0,Species,8 Weeks,B6,KO
899,Thioalkalivibrio unclassified,X8_BKM_8860_2,0,Species,8 Weeks,B6,KO
900,Thioalkalivibrio unclassified,X8_BWF_8754_1,0,Species,8 Weeks,B6,WT
901,Thioalkalivibrio unclassified,X8_BWF_8754_2,0,Species,8 Weeks,B6,WT
902,Thioalkalivibrio unclassified,X8_BWF_8755_1,0,Species,8 Weeks,B6,WT
903,Thioalkalivibrio unclassified,X8_BWF_8852_1,0,Species,8 Weeks,B6,WT
904,Thioalkalivibrio unclassified,X8_BWF_8852_2,0,Species,8 Weeks,B6,WT
905,Thioalkalivibrio unclassified,X8_BWM_8745_1,0,Species,8 Weeks,B6,WT
906,Thioalkalivibrio unclassified,X8_BWM_8745_2,0,Species,8 Weeks,B6,WT
907,Thioalkalivibrio unclassified,X8_BWM_8747_1,0,Species,8 Weeks,B6,WT
908,Thioalkalivibrio unclassified,X8_BWM_8747_2,0,Species,8 Weeks,B6,WT
909,Thioalkalivibrio unclassified,X8_BWM_8847_1,0,Species,8 Weeks,B6,WT
910,Thioalkalivibrio unclassified,X8_BWM_8847_2,0,Species,8 Weeks,B6,WT
